Churn,tenure,Contract,MonthlyCharges
False,26,"Month-to-month",44.450
False,20,"One year",19.500
False,7,"Month-to-month",19.300
True,38,"One year",80.300
False,23,"Month-to-month",90.000
False,67,"Two year",111.050
False,48,"One year",24.550
False,64,"Two year",104.400
False,3,"Month-to-month",74.550
False,32,"One year",104.050
True,57,"One year",70.100
False,51,"One year",84.200
True,16,"Month-to-month",19.700
False,48,"One year",25.050
False,18,"Two year",20.050
False,23,"Two year",40.100
False,55,"Month-to-month",50.550
False,2,"Month-to-month",20.300
True,9,"Month-to-month",94.850
False,27,"Two year",20.350
False,35,"Month-to-month",24.150
False,58,"Two year",20.500
False,42,"Month-to-month",94.400
False,44,"One year",61.500
False,43,"Two year",75.200
False,7,"One year",20.650
True,28,"Month-to-month",103.300
False,41,"Month-to-month",94.900
True,24,"Month-to-month",80.250
True,39,"One year",104.700
False,65,"Month-to-month",104.250
False,40,"One year",36.000
False,46,"One year",70.600
True,36,"Month-to-month",84.750
False,62,"Month-to-month",80.400
False,30,"One year",70.400
False,70,"Two year",113.650
False,1,"Month-to-month",19.900
True,5,"Month-to-month",104.100
False,24,"Month-to-month",93.000
False,11,"Month-to-month",20.250
False,58,"One year",99.150
True,2,"Month-to-month",44.350
False,8,"Month-to-month",66.250
False,35,"Month-to-month",91.000
False,65,"Month-to-month",104.350
False,68,"Two year",85.000
True,6,"Month-to-month",84.850
False,46,"One year",94.900
False,72,"Two year",115.150
True,62,"One year",100.150
False,38,"Two year",20.200
True,1,"Month-to-month",53.500
False,58,"Month-to-month",95.300
False,17,"One year",20.100
False,72,"Two year",114.850
False,50,"One year",69.650
True,4,"Month-to-month",49.350
False,3,"Month-to-month",20.000
True,8,"Month-to-month",80.450
True,13,"Month-to-month",70.150
False,55,"Two year",20.500
False,71,"Two year",90.100
False,37,"One year",80.050
True,41,"One year",111.950
False,55,"Two year",85.100
False,61,"One year",50.700
False,44,"Month-to-month",61.900
True,59,"One year",110.150
True,10,"Month-to-month",34.700
False,2,"Month-to-month",20.400
False,56,"Two year",19.800
False,72,"Two year",108.400
False,1,"Month-to-month",74.700
False,44,"Two year",19.350
False,10,"Month-to-month",19.750
False,72,"Two year",19.850
False,66,"One year",54.800
True,24,"Month-to-month",101.050
False,18,"One year",89.600
True,22,"Month-to-month",54.450
False,64,"Two year",94.600
False,22,"Month-to-month",39.200
False,38,"Month-to-month",102.600
False,5,"Month-to-month",20.250
True,6,"Month-to-month",98.250
True,1,"Month-to-month",70.300
False,18,"Month-to-month",56.800
False,11,"One year",53.800
False,67,"Two year",64.550
False,67,"Month-to-month",101.400
False,72,"Two year",25.700
False,47,"Month-to-month",75.450
False,54,"One year",72.100
True,12,"Month-to-month",98.100
False,31,"Month-to-month",84.750
False,11,"Month-to-month",64.050
True,40,"Month-to-month",55.800
False,11,"Month-to-month",75.200
True,5,"Month-to-month",92.500
False,1,"Month-to-month",19.750
False,20,"One year",19.700
False,8,"Month-to-month",19.650
False,1,"Month-to-month",74.300
False,72,"Two year",111.650
True,6,"Month-to-month",91.000
True,40,"Month-to-month",101.850
False,23,"Month-to-month",73.650
False,30,"Month-to-month",95.000
False,29,"Month-to-month",76.000
False,59,"Month-to-month",44.300
True,41,"Month-to-month",83.750
False,58,"One year",97.800
False,1,"Month-to-month",20.650
False,4,"Month-to-month",44.800
False,61,"Two year",25.000
True,10,"Month-to-month",70.000
False,39,"One year",47.850
True,31,"Month-to-month",19.550
True,2,"Month-to-month",35.100
False,31,"One year",79.300
True,4,"Month-to-month",44.550
False,33,"Month-to-month",90.650
False,4,"One year",20.400
False,32,"Two year",73.600
False,72,"Two year",110.800
False,11,"Month-to-month",70.200
False,23,"Month-to-month",86.800
True,6,"Month-to-month",98.150
True,1,"Month-to-month",69.550
False,15,"Month-to-month",95.700
False,72,"Two year",25.750
False,35,"Two year",24.300
False,50,"One year",54.900
True,1,"Month-to-month",79.500
True,2,"Month-to-month",75.450
False,41,"Two year",78.450
False,33,"Month-to-month",54.600
True,38,"Month-to-month",99.250
False,60,"One year",104.350
False,25,"One year",55.100
False,0,"Two year",20.000
False,70,"Two year",101.000
False,60,"Month-to-month",109.450
False,34,"One year",64.200
False,27,"Month-to-month",76.100
False,60,"Two year",20.600
True,17,"Month-to-month",76.450
True,71,"Two year",93.700
False,56,"Two year",103.200
True,61,"Two year",94.100
False,15,"Month-to-month",30.200
False,70,"Two year",64.550
False,1,"Month-to-month",24.700
False,42,"One year",63.700
False,1,"Month-to-month",19.950
False,2,"Month-to-month",84.050
False,72,"Two year",20.700
False,52,"One year",75.400
False,57,"One year",53.450
False,7,"One year",19.500
False,47,"One year",94.800
False,65,"One year",105.050
False,72,"One year",23.300
False,68,"Two year",24.150
True,1,"Month-to-month",24.050
True,4,"Month-to-month",70.200
True,37,"Month-to-month",99.500
False,72,"Two year",21.150
False,48,"Month-to-month",91.050
True,7,"Month-to-month",69.000
False,1,"Month-to-month",19.550
False,35,"One year",73.450
False,44,"Two year",100.100
False,37,"Two year",45.400
False,65,"One year",61.350
False,59,"One year",65.500
False,22,"Month-to-month",50.600
False,1,"Month-to-month",70.450
False,54,"Month-to-month",30.400
False,44,"Month-to-month",111.500
False,6,"Two year",20.100
False,50,"One year",19.750
False,13,"One year",19.300
True,3,"Month-to-month",24.750
False,1,"Month-to-month",20.350
False,27,"Two year",19.700
False,71,"Two year",109.300
False,14,"One year",44.600
False,31,"Month-to-month",101.400
False,20,"Month-to-month",96.550
False,12,"Month-to-month",43.800
False,40,"One year",40.250
True,6,"Month-to-month",30.500
False,72,"Two year",19.800
False,1,"Month-to-month",49.000
True,4,"Month-to-month",70.050
True,1,"Month-to-month",77.150
False,64,"Two year",76.100
True,12,"Month-to-month",100.150
True,4,"Month-to-month",81.000
False,71,"Month-to-month",107.500
False,64,"Two year",19.550
False,33,"Month-to-month",72.750
True,1,"Month-to-month",70.150
False,3,"Month-to-month",20.850
False,70,"One year",101.750
False,51,"Month-to-month",49.650
True,4,"Month-to-month",50.900
False,67,"Two year",19.400
False,68,"Two year",111.750
False,62,"Two year",23.650
True,66,"Month-to-month",100.050
True,53,"One year",60.050
True,1,"Month-to-month",69.600
True,4,"Month-to-month",48.550
False,64,"One year",84.300
False,3,"Month-to-month",46.100
False,71,"One year",56.450
False,2,"Month-to-month",19.650
True,27,"Month-to-month",79.500
True,9,"Month-to-month",85.050
False,36,"Two year",20.250
True,7,"Month-to-month",94.250
False,65,"Two year",76.150
False,33,"One year",19.450
False,54,"Two year",108.000
False,1,"Month-to-month",19.900
True,15,"Month-to-month",74.450
True,4,"Month-to-month",100.200
True,26,"Month-to-month",84.950
False,10,"Month-to-month",88.850
True,67,"One year",111.300
True,10,"Month-to-month",95.350
False,60,"Two year",76.950
False,65,"One year",24.800
False,72,"Two year",104.900
False,26,"Month-to-month",98.100
True,8,"One year",19.750
False,1,"Month-to-month",20.450
False,48,"Month-to-month",100.050
False,41,"Month-to-month",81.300
True,1,"Month-to-month",25.150
True,6,"Month-to-month",91.100
False,1,"Month-to-month",44.750
False,37,"Month-to-month",88.800
False,56,"One year",110.500
False,7,"One year",19.900
False,4,"Month-to-month",80.300
False,71,"Month-to-month",99.650
False,58,"Month-to-month",98.900
False,53,"Two year",19.650
False,31,"Month-to-month",89.450
False,1,"Month-to-month",20.300
False,6,"Month-to-month",55.700
False,49,"Two year",66.150
False,8,"One year",58.200
False,22,"One year",20.050
True,29,"Month-to-month",84.450
False,61,"Month-to-month",33.600
True,30,"Month-to-month",91.700
True,25,"Month-to-month",89.100
False,9,"Month-to-month",79.550
False,5,"One year",20.550
True,9,"Month-to-month",85.350
False,65,"One year",108.050
False,29,"Month-to-month",101.450
False,1,"Month-to-month",25.750
False,12,"Month-to-month",79.550
False,55,"One year",100.900
True,11,"Month-to-month",73.850
False,68,"Two year",25.050
False,34,"Month-to-month",105.350
False,1,"Month-to-month",20.750
False,36,"One year",53.650
False,15,"Two year",25.200
False,10,"Month-to-month",51.650
False,3,"Two year",71.100
False,1,"Month-to-month",25.700
False,43,"Month-to-month",86.100
False,8,"Month-to-month",20.050
True,4,"Month-to-month",46.000
False,71,"Two year",19.600
True,17,"Month-to-month",93.850
False,6,"Month-to-month",48.950
True,2,"Month-to-month",94.000
True,1,"Month-to-month",49.550
True,64,"One year",105.650
False,39,"One year",54.850
False,46,"One year",56.900
True,1,"Month-to-month",90.750
False,72,"Two year",84.200
False,33,"Two year",19.800
False,32,"One year",109.550
False,5,"Month-to-month",20.500
True,2,"Month-to-month",45.250
True,2,"Month-to-month",80.550
False,17,"Month-to-month",82.650
False,5,"Month-to-month",20.350
False,10,"Month-to-month",24.000
False,1,"Month-to-month",50.150
False,41,"One year",56.300
True,63,"One year",99.900
False,22,"One year",20.150
False,47,"One year",103.700
False,65,"Two year",74.200
False,8,"Month-to-month",100.150
True,10,"Month-to-month",95.200
True,9,"Month-to-month",77.650
False,35,"One year",89.200
True,2,"Month-to-month",74.700
False,8,"Month-to-month",43.350
False,24,"Month-to-month",29.100
False,36,"Two year",53.100
False,67,"Two year",111.300
True,15,"Month-to-month",83.050
False,0,"Two year",61.900
True,1,"Month-to-month",78.050
True,24,"Month-to-month",39.100
False,21,"Month-to-month",36.000
False,11,"Month-to-month",58.950
False,50,"Month-to-month",104.950
False,13,"One year",19.450
False,64,"Two year",110.300
False,3,"Month-to-month",80.350
False,71,"One year",85.450
False,9,"Month-to-month",20.150
False,1,"Month-to-month",83.400
False,3,"Month-to-month",20.500
True,53,"One year",60.450
False,46,"Two year",19.950
False,63,"Month-to-month",80.300
False,71,"Two year",108.550
False,5,"Month-to-month",69.350
False,65,"Two year",25.300
False,42,"Month-to-month",100.300
False,3,"Month-to-month",74.750
False,24,"Month-to-month",54.950
False,66,"Two year",20.550
False,25,"Two year",19.800
False,56,"One year",99.750
False,52,"One year",105.100
False,23,"Two year",25.100
False,25,"One year",26.800
False,32,"Month-to-month",101.350
True,16,"Month-to-month",50.150
False,23,"Month-to-month",88.450
False,26,"One year",54.550
False,49,"One year",20.050
False,1,"Month-to-month",20.050
True,5,"Month-to-month",70.250
False,50,"Two year",19.400
True,13,"Month-to-month",45.550
False,28,"One year",19.900
False,49,"One year",19.450
False,18,"Month-to-month",95.050
False,72,"Two year",71.450
False,37,"Month-to-month",95.250
False,7,"Month-to-month",29.800
False,45,"Month-to-month",81.400
False,19,"Month-to-month",45.000
False,29,"One year",19.800
False,61,"One year",103.900
False,4,"Month-to-month",45.900
False,38,"Month-to-month",103.650
False,2,"Month-to-month",19.900
True,1,"Month-to-month",45.050
False,15,"One year",45.900
True,71,"Two year",108.050
True,52,"Month-to-month",84.100
True,2,"Month-to-month",20.650
True,24,"Month-to-month",93.150
False,43,"Month-to-month",75.350
True,2,"Month-to-month",46.050
False,24,"Month-to-month",49.700
True,41,"Month-to-month",99.800
True,14,"Month-to-month",87.250
False,64,"Two year",68.300
False,72,"Two year",19.400
False,27,"Month-to-month",56.150
False,35,"One year",73.000
False,1,"Month-to-month",59.550
True,1,"Month-to-month",68.650
True,43,"Month-to-month",89.550
False,53,"One year",95.850
True,17,"One year",55.850
True,20,"Month-to-month",85.800
False,6,"One year",19.150
False,1,"Month-to-month",24.700
False,61,"Two year",89.650
True,4,"Month-to-month",89.200
False,1,"Month-to-month",19.550
True,1,"Month-to-month",80.500
False,68,"One year",83.650
True,1,"Month-to-month",79.250
True,2,"Month-to-month",80.600
True,45,"Month-to-month",89.300
True,40,"Month-to-month",84.850
False,34,"Month-to-month",105.100
False,13,"Month-to-month",85.950
True,1,"Month-to-month",20.250
False,35,"One year",40.900
False,35,"One year",19.900
False,72,"Two year",102.650
False,2,"Month-to-month",74.200
False,12,"Month-to-month",19.450
False,69,"Two year",75.750
False,57,"Month-to-month",104.900
True,35,"Month-to-month",70.300
False,69,"Two year",86.900
True,63,"One year",107.500
False,41,"Month-to-month",45.200
False,47,"Two year",21.300
True,72,"One year",117.800
False,59,"One year",79.850
False,18,"Two year",19.350
True,25,"Month-to-month",34.000
False,40,"One year",80.800
False,2,"Month-to-month",69.800
True,21,"One year",55.950
False,68,"One year",101.050
False,70,"Two year",19.550
False,1,"Month-to-month",44.550
False,72,"Two year",84.050
False,2,"Month-to-month",70.400
False,11,"One year",20.600
False,56,"Two year",24.950
False,36,"Month-to-month",34.850
False,37,"One year",90.600
True,39,"Month-to-month",55.900
False,18,"Month-to-month",80.550
False,19,"Month-to-month",84.750
True,4,"Month-to-month",76.650
False,1,"Month-to-month",69.950
False,38,"Month-to-month",83.450
False,0,"One year",19.700
False,56,"One year",100.550
False,30,"One year",68.950
False,72,"Two year",88.700
False,8,"One year",20.200
False,53,"Two year",104.050
False,46,"One year",94.650
False,6,"Month-to-month",20.700
True,8,"Month-to-month",94.200
True,56,"One year",98.250
True,31,"Month-to-month",65.250
False,13,"Month-to-month",59.900
False,40,"Month-to-month",110.100
False,59,"One year",94.050
False,50,"One year",103.050
True,2,"Month-to-month",24.400
False,46,"Two year",79.200
False,18,"Month-to-month",64.800
False,35,"Month-to-month",33.450
True,1,"Month-to-month",50.600
True,4,"Month-to-month",80.800
True,5,"Month-to-month",85.300
False,69,"Two year",64.150
True,17,"Month-to-month",80.850
True,1,"Month-to-month",20.200
True,24,"Month-to-month",78.850
False,62,"One year",84.450
True,12,"Month-to-month",45.400
False,23,"Month-to-month",20.850
False,45,"Month-to-month",50.900
False,9,"Month-to-month",85.300
True,4,"Month-to-month",80.350
False,24,"Month-to-month",85.950
False,71,"Two year",25.950
True,2,"Month-to-month",45.150
False,1,"One year",18.800
True,10,"Month-to-month",100.600
False,2,"Month-to-month",51.400
False,67,"One year",60.500
False,7,"One year",69.450
False,13,"Month-to-month",78.750
False,57,"One year",94.700
False,36,"Month-to-month",91.950
False,66,"Two year",90.050
False,22,"Month-to-month",59.050
True,17,"Month-to-month",94.400
True,1,"Month-to-month",74.450
True,11,"Month-to-month",94.000
True,2,"Month-to-month",73.550
False,3,"Month-to-month",95.400
True,4,"Month-to-month",74.800
False,69,"Two year",19.750
False,72,"Two year",104.900
False,23,"Month-to-month",93.500
False,40,"Month-to-month",74.550
False,70,"Two year",84.700
False,70,"Month-to-month",90.850
False,3,"One year",69.950
False,69,"Two year",110.050
True,6,"Month-to-month",89.500
False,72,"Two year",92.000
False,67,"Two year",86.150
True,40,"One year",99.200
False,19,"Two year",24.900
False,70,"Two year",40.050
False,21,"Two year",71.050
True,32,"Month-to-month",104.900
False,29,"Month-to-month",103.950
False,29,"Month-to-month",74.200
False,25,"Month-to-month",95.150
True,55,"Month-to-month",98.800
False,55,"Month-to-month",103.650
True,2,"Month-to-month",94.200
False,2,"Month-to-month",20.700
True,62,"One year",96.750
False,19,"Month-to-month",20.000
False,7,"Month-to-month",20.650
False,29,"Month-to-month",75.300
False,29,"Month-to-month",33.750
True,12,"Month-to-month",81.700
False,50,"One year",70.800
False,67,"Two year",111.200
True,33,"Month-to-month",86.150
False,37,"One year",75.100
False,64,"Two year",25.000
True,1,"Month-to-month",89.900
False,8,"Month-to-month",74.850
True,9,"Month-to-month",44.950
False,1,"Month-to-month",20.050
True,48,"One year",34.700
False,38,"Month-to-month",66.150
False,3,"Month-to-month",20.200
False,32,"Month-to-month",19.900
False,3,"Month-to-month",60.650
True,10,"Month-to-month",94.850
True,1,"Month-to-month",85.800
True,3,"Month-to-month",95.200
False,3,"Month-to-month",34.800
False,56,"Two year",81.250
False,9,"Month-to-month",24.600
False,53,"Month-to-month",73.800
False,63,"One year",58.550
False,35,"Two year",55.250
True,41,"One year",102.600
False,13,"Month-to-month",25.150
False,14,"Month-to-month",69.200
False,14,"Month-to-month",19.900
False,51,"Month-to-month",93.800
True,1,"Month-to-month",55.400
True,1,"Month-to-month",69.950
False,68,"One year",55.900
True,1,"Month-to-month",88.800
False,1,"One year",25.850
False,60,"Two year",99.650
True,7,"Month-to-month",73.750
False,23,"Two year",20.400
False,72,"Two year",82.300
False,3,"Month-to-month",89.850
True,5,"Month-to-month",75.900
False,6,"Month-to-month",19.700
False,13,"Two year",19.750
False,47,"One year",19.900
False,3,"Month-to-month",29.800
False,14,"One year",19.650
False,23,"Two year",77.150
False,72,"Two year",92.000
True,1,"Month-to-month",43.950
False,66,"Month-to-month",103.100
False,53,"Two year",25.550
False,11,"Month-to-month",79.000
True,61,"Two year",111.600
False,2,"Month-to-month",60.950
False,1,"Month-to-month",20.300
True,1,"Month-to-month",35.450
True,67,"One year",87.400
False,18,"Month-to-month",74.150
False,18,"Month-to-month",94.750
True,12,"Month-to-month",78.100
True,27,"Month-to-month",104.300
False,61,"One year",100.700
False,65,"Two year",107.650
False,41,"Two year",20.000
False,19,"Month-to-month",50.100
True,2,"Month-to-month",49.050
True,2,"Month-to-month",86.850
False,4,"Month-to-month",19.950
False,25,"Month-to-month",54.300
True,60,"One year",90.950
True,8,"Month-to-month",85.200
False,72,"Two year",84.450
False,5,"Month-to-month",55.800
False,0,"Two year",20.250
False,59,"One year",81.250
False,68,"Two year",25.800
False,54,"Two year",24.050
False,22,"One year",20.300
False,49,"Month-to-month",52.150
False,51,"Month-to-month",79.150
False,19,"Two year",25.600
False,2,"Month-to-month",80.550
False,14,"One year",19.550
True,57,"Month-to-month",44.850
False,72,"Two year",97.750
False,63,"Two year",98.000
False,4,"Month-to-month",64.400
False,17,"One year",64.800
True,6,"Month-to-month",85.350
True,56,"Month-to-month",94.450
True,13,"Month-to-month",88.350
True,6,"Month-to-month",49.150
False,71,"Month-to-month",93.250
False,10,"One year",19.600
False,72,"Two year",88.050
False,69,"Two year",24.950
True,1,"Month-to-month",20.100
False,47,"Month-to-month",90.050
False,60,"Two year",20.500
False,2,"Month-to-month",19.250
True,2,"Month-to-month",96.000
False,53,"Month-to-month",46.300
False,34,"Month-to-month",90.050
False,60,"One year",65.850
False,55,"One year",100.150
False,53,"Month-to-month",92.550
True,5,"One year",70.000
False,57,"Month-to-month",53.750
True,1,"Month-to-month",45.850
False,61,"Two year",86.450
False,38,"Month-to-month",101.150
False,60,"Month-to-month",104.950
False,50,"Two year",20.150
False,9,"Month-to-month",55.300
False,71,"Two year",19.700
False,46,"Two year",64.200
False,35,"Month-to-month",109.950
True,1,"Month-to-month",71.350
False,23,"One year",19.650
True,1,"Month-to-month",100.250
False,21,"Month-to-month",64.950
False,16,"Month-to-month",19.750
False,70,"One year",51.050
False,66,"Two year",105.650
True,1,"Month-to-month",91.700
False,14,"Month-to-month",19.950
False,46,"Two year",20.250
True,49,"One year",100.600
False,3,"Month-to-month",80.700
False,34,"Month-to-month",84.050
True,68,"Two year",110.000
True,50,"Month-to-month",84.400
False,3,"Month-to-month",20.250
False,25,"Month-to-month",84.600
False,19,"Month-to-month",105.000
False,65,"Two year",105.100
True,3,"Month-to-month",84.750
False,67,"One year",111.250
False,8,"Month-to-month",75.250
False,67,"Two year",70.900
False,26,"One year",59.450
True,57,"Month-to-month",95.250
True,39,"Month-to-month",75.250
False,47,"Month-to-month",54.250
False,20,"Month-to-month",98.550
True,17,"Month-to-month",70.400
False,52,"Two year",21.000
False,0,"Two year",25.350
False,61,"One year",93.700
True,8,"Month-to-month",94.450
False,72,"Two year",89.100
False,24,"Month-to-month",51.100
False,4,"Month-to-month",69.350
True,26,"Month-to-month",83.950
False,66,"One year",89.000
False,65,"Two year",91.550
False,34,"One year",79.950
False,45,"Two year",81.000
False,71,"Two year",99.000
True,18,"One year",82.000
False,2,"Month-to-month",70.300
True,8,"Month-to-month",74.500
True,3,"Month-to-month",31.000
False,12,"Two year",20.050
False,16,"One year",20.100
False,72,"Two year",110.100
True,1,"Month-to-month",70.250
False,1,"Month-to-month",20.200
True,10,"Month-to-month",85.550
False,62,"Two year",43.600
True,4,"Month-to-month",78.450
False,53,"One year",24.050
False,52,"One year",100.300
True,19,"Month-to-month",88.200
False,18,"Month-to-month",45.650
False,51,"Month-to-month",29.450
False,6,"Month-to-month",44.700
False,72,"Two year",113.800
False,72,"Two year",116.600
True,71,"Two year",106.000
False,57,"Two year",79.750
False,58,"Two year",86.100
False,71,"Two year",25.450
False,72,"Two year",84.700
False,17,"Two year",19.150
True,39,"Month-to-month",95.650
False,8,"Month-to-month",56.300
False,68,"Two year",19.600
False,28,"One year",60.000
True,1,"Month-to-month",75.050
False,2,"Month-to-month",45.250
False,71,"Two year",19.450
False,30,"Two year",69.100
False,34,"One year",19.600
False,32,"One year",83.700
False,6,"Two year",25.400
False,45,"Two year",25.500
True,37,"Month-to-month",28.600
False,11,"Month-to-month",111.400
False,2,"Month-to-month",72.600
True,1,"Month-to-month",76.400
False,23,"Two year",34.600
False,29,"Month-to-month",66.100
False,68,"One year",85.500
False,17,"Month-to-month",34.400
False,69,"Two year",19.300
False,59,"Two year",64.050
False,1,"Month-to-month",19.200
False,32,"Month-to-month",98.850
False,29,"Month-to-month",79.300
True,59,"One year",85.550
False,28,"One year",50.800
True,15,"Month-to-month",76.000
False,50,"Month-to-month",93.500
True,5,"Month-to-month",45.700
False,14,"Month-to-month",78.100
False,20,"Month-to-month",19.500
False,3,"Month-to-month",92.000
True,35,"Month-to-month",95.450
True,6,"Month-to-month",95.750
False,14,"Month-to-month",95.600
False,23,"Month-to-month",96.900
False,71,"One year",104.650
True,28,"One year",106.100
False,64,"One year",96.900
True,3,"Month-to-month",50.600
True,34,"Month-to-month",109.800
True,1,"Month-to-month",49.950
True,33,"Month-to-month",110.450
False,12,"Month-to-month",94.550
False,72,"One year",97.250
False,36,"One year",54.100
False,4,"Month-to-month",20.200
False,8,"Month-to-month",49.550
True,18,"Month-to-month",48.350
False,29,"Month-to-month",80.100
True,28,"Month-to-month",92.350
False,59,"One year",99.500
False,16,"Month-to-month",54.100
True,67,"One year",94.350
False,40,"Month-to-month",102.650
False,9,"Two year",19.750
False,8,"One year",54.250
False,58,"Two year",19.850
False,71,"Two year",105.550
False,5,"Month-to-month",19.950
False,17,"Month-to-month",83.550
False,30,"Month-to-month",85.450
False,3,"Month-to-month",76.100
False,13,"One year",24.500
True,16,"Month-to-month",86.600
False,30,"Two year",21.250
False,1,"Month-to-month",19.200
True,13,"Month-to-month",89.400
False,34,"Month-to-month",19.700
False,52,"Two year",106.300
True,4,"Month-to-month",70.900
False,44,"One year",24.850
False,47,"Month-to-month",104.100
False,13,"Month-to-month",18.800
True,5,"Month-to-month",94.850
False,23,"Two year",23.850
True,8,"Month-to-month",105.500
False,40,"Month-to-month",50.150
False,67,"Two year",94.100
True,25,"Month-to-month",100.250
False,70,"Two year",115.150
False,43,"Two year",60.000
True,12,"Month-to-month",91.300
False,72,"Two year",89.550
True,21,"Month-to-month",69.100
False,51,"Two year",60.500
True,55,"Two year",57.550
False,51,"One year",59.900
False,22,"Month-to-month",63.550
False,51,"Month-to-month",80.750
False,71,"Two year",109.000
False,3,"Month-to-month",20.050
False,44,"One year",94.400
False,31,"Two year",79.200
False,3,"Month-to-month",74.600
False,1,"Month-to-month",45.250
False,41,"Month-to-month",55.700
False,60,"Month-to-month",103.750
True,2,"Month-to-month",65.700
False,29,"One year",24.850
True,65,"Month-to-month",105.250
False,2,"Month-to-month",79.550
False,5,"Month-to-month",71.450
False,2,"Month-to-month",79.450
True,1,"Month-to-month",71.000
False,28,"One year",54.350
False,14,"One year",19.500
True,58,"One year",108.850
True,15,"Month-to-month",51.550
False,19,"Month-to-month",89.100
False,60,"Two year",89.550
True,1,"Month-to-month",69.350
False,71,"Two year",77.350
False,1,"Month-to-month",24.400
True,6,"Month-to-month",99.950
False,43,"One year",60.400
False,68,"One year",76.900
True,58,"Month-to-month",45.300
False,4,"Month-to-month",55.500
False,46,"Month-to-month",45.200
False,35,"Two year",19.700
False,47,"Month-to-month",86.050
False,25,"One year",20.950
False,19,"Month-to-month",94.950
False,49,"Month-to-month",74.600
False,6,"Month-to-month",69.100
False,68,"Two year",20.000
False,58,"Two year",20.300
False,25,"Two year",20.750
False,24,"Two year",24.200
False,6,"Month-to-month",89.750
False,15,"Month-to-month",69.500
False,26,"Month-to-month",92.400
False,16,"Month-to-month",69.100
False,10,"One year",70.300
False,21,"Month-to-month",45.650
False,67,"Two year",74.000
False,19,"Month-to-month",34.950
False,40,"Two year",25.250
True,16,"Month-to-month",100.000
False,57,"Two year",57.500
False,41,"Month-to-month",80.250
False,28,"One year",54.300
False,70,"Two year",79.700
False,21,"Month-to-month",24.700
False,36,"One year",19.550
False,70,"One year",74.100
True,8,"Month-to-month",74.500
False,2,"Month-to-month",84.050
False,56,"One year",60.250
True,1,"Month-to-month",70.050
False,4,"Month-to-month",70.500
False,63,"Two year",19.150
False,68,"Two year",70.800
True,15,"Month-to-month",96.300
False,43,"Month-to-month",80.450
True,1,"Month-to-month",19.950
False,35,"One year",26.200
False,60,"Two year",19.950
False,71,"Two year",111.300
False,71,"Two year",90.550
False,24,"Month-to-month",70.000
False,23,"One year",99.950
False,72,"Two year",38.500
True,70,"Two year",65.300
False,72,"Two year",109.550
False,1,"Month-to-month",55.300
True,3,"Month-to-month",75.850
False,72,"Two year",112.600
False,34,"Two year",26.100
False,24,"Month-to-month",49.700
True,37,"Month-to-month",64.750
False,32,"Month-to-month",75.500
False,26,"One year",19.300
True,22,"One year",69.500
False,43,"Month-to-month",99.300
False,17,"Two year",19.400
False,71,"Month-to-month",52.300
False,7,"Month-to-month",20.650
False,22,"Month-to-month",19.900
False,68,"Two year",70.950
True,32,"Month-to-month",85.300
False,55,"Month-to-month",77.750
False,47,"Month-to-month",67.450
True,3,"Month-to-month",29.600
True,15,"Month-to-month",86.200
False,55,"Month-to-month",85.100
False,72,"Two year",83.600
False,49,"Month-to-month",98.350
False,7,"Two year",19.450
False,47,"One year",26.900
False,12,"Two year",24.000
True,33,"Month-to-month",83.350
False,34,"One year",30.400
True,1,"Month-to-month",74.400
False,63,"Two year",104.800
False,20,"One year",20.000
False,47,"Two year",74.050
False,68,"Two year",62.650
True,29,"Month-to-month",99.050
False,64,"Two year",49.850
False,1,"Month-to-month",45.550
False,12,"Month-to-month",45.900
False,53,"One year",105.250
False,24,"Month-to-month",84.350
False,72,"Two year",90.950
False,66,"One year",75.100
False,42,"Month-to-month",49.550
False,58,"One year",94.700
True,65,"Month-to-month",109.150
False,46,"Month-to-month",84.800
False,45,"One year",18.850
False,1,"Month-to-month",55.050
False,61,"Two year",24.200
False,72,"Two year",110.300
True,10,"Month-to-month",44.850
True,1,"Month-to-month",55.000
False,18,"Month-to-month",75.900
False,51,"One year",111.550
True,8,"Month-to-month",95.650
False,57,"One year",74.600
False,10,"One year",98.900
False,35,"Month-to-month",99.050
False,9,"Month-to-month",44.400
False,1,"Month-to-month",20.350
False,24,"One year",20.400
False,2,"Month-to-month",20.450
False,3,"Month-to-month",35.100
True,35,"One year",85.950
False,27,"Month-to-month",95.600
False,70,"Two year",104.450
False,10,"Month-to-month",54.250
False,55,"One year",60.000
False,31,"One year",50.050
True,13,"Month-to-month",106.900
False,64,"Two year",109.200
False,71,"Two year",24.450
False,66,"Two year",109.250
False,52,"Two year",19.350
False,2,"Month-to-month",54.450
True,14,"Month-to-month",100.200
False,57,"Month-to-month",49.900
False,21,"Month-to-month",19.950
True,9,"Month-to-month",71.000
True,1,"Month-to-month",75.300
False,8,"Month-to-month",64.100
False,17,"Month-to-month",101.800
False,17,"One year",80.850
False,15,"Two year",38.800
False,62,"Two year",20.050
False,13,"One year",43.800
False,68,"Two year",86.500
False,58,"Two year",59.900
False,19,"Month-to-month",60.600
False,13,"Month-to-month",44.800
True,31,"Month-to-month",89.900
False,71,"Two year",19.900
False,61,"One year",115.100
True,7,"Month-to-month",95.600
False,13,"Month-to-month",97.000
False,1,"Month-to-month",20.750
False,56,"Two year",19.700
True,22,"Month-to-month",94.700
False,32,"One year",36.250
False,72,"Two year",88.600
False,43,"One year",19.200
